produtor,regiao,tecnico,num_galpao,tipo_instalacao,nutricao,area,genetica,origem,peso_pintinho_kg,data_alojamento,aves_alojadas,data_abate,aves_abatidas,vazio_dias,densidade_aves_m2,idade_media_dias,peso_abatido_kg,peso7,peso14,peso21,peso28,peso35,peso42,peso49,pct_mort7,pct_mort14,pct_mort21,pct_mort28,pct_mort35,pct_mort42,pct_mort49,racao_pre,racaoinicial,racao_cres1,racao_cres2,racao_final,racao_total,sobra_racao,peso_medio_kg,duracao_ciclo_dias,data_alojamento_ano,data_alojamento_mes,data_alojamento_dia,data_abate_ano,data_abate_mes,data_abate_dia,peso_medio_calculado_kg,racao_total_por_ave,sobra_racao_pct,ganho_peso_kg,taxa_abate,mortalidade_total_pct,predicted_peso_medio_kg
P97,Regiao_4,Tecnico_4,2,Tipo_2,N_3,6150,G_1,Origem_5,0.038,2016-04-15 00:00:00.000,25200,2016-06-08,24630,25.0,4.098,54.66,81610,0.2,0.495,0.985,1.48,2.0,2.505,3.005,0.5158730158,0.7142857142,0.9444444444,1.119047619,1.3055555555,1.5515873015,1.7619047619,4988,24036,14996,74986,31613,150619,2080,3.3134388956557044,54,2016,4,15,2016,6,8,3.3134388956557044,5.976944444444444,0.013809678725791566,3.2754388956557046,0.9773809523809524,1.7619047619,3.138893329022599
P97,Regiao_4,Tecnico_4,3,Tipo_2,N_3,6150,G_1,Origem_5,0.044,2016-04-15 00:00:00.000,25200,2016-06-07,24667,25.0,4.098,53.536,75370,0.185,0.49,0.947,1.472,1.965,2.595,2.975,0.2103174603,0.5833333333,0.8849206349,1.0992063492,1.3968253968,1.9722222222,2.3968253968,5003,24051,15009,75114,27037,146214,0,3.055499250010135,53,2016,4,15,2016,6,7,3.055499250010135,5.802142857142857,0.0,3.011499250010135,0.9788492063492064,2.3968253968,3.124125831910306
P97,Regiao_4,Tecnico_4,4,Tipo_2,N_3,2100,G_1,Origem_5,0.044,2016-04-15 00:00:00.000,25200,2016-06-07,22168,25.0,12.0,53.454,70050,0.165,0.45,0.9,1.42,1.959,2550.0,2.85,0.7103174603,1.1825396825,2.2341269841,3.6031746031,5.2579365079,6.2738095238,8.3412698412,5010,24041,14864,74900,17363,136178,9630,3.159960303139661,53,2016,4,15,2016,6,7,3.159960303139661,5.403888888888889,0.0707162684134001,3.1159603031396608,0.8796825396825397,8.3412698412,3.2733079965903467
P161,Regiao_2,Tecnico_2,1,Tipo_1,N_3,2400,G_1,Origem_5,0.044,2016-04-16 00:00:00.000,31200,2016-06-07,29722,10.0,13.0,52.336,101430,0.188,0.441,0.825,1.462,2.078,2.76,3.38,0.8525641025,2.0641025641,2.4871794871,2.7275641025,3.0192307692,3.8012820512,4.4551282051,6448,29137,21003,75117,50535,182240,0,3.4126236457842674,52,2016,4,16,2016,6,7,3.4126236457842674,5.841025641025641,0.0,3.3686236457842673,0.9526282051282051,4.4551282051,3.411557973687336
P161,Regiao_2,Tecnico_2,2,Tipo_1,N_3,2400,G_1,Origem_5,0.044,2016-04-16 00:00:00.000,31200,2016-06-07,29452,10.0,13.0,52.069,101720,0.194,0.446,0.84,1.481,2.17,2.81,3.45,0.7532051282,1.6185897435,2.0352564102,2.3076923076,2.6634615384,3.8717948717,4.7147435897,6431,29123,21001,75012,54960,186527,0,3.453755262800489,52,2016,4,16,2016,6,7,3.453755262800489,5.978429487179487,0.0,3.409755262800489,0.943974358974359,4.7147435897,3.424344666767556
P194,Regiao_4,Tecnico_4,1,Tipo_1,N_3,2448,G_1,Origem_22,0.048,2016-04-16 00:00:00.000,32000,2016-06-07,30980,10.0,13.072,51.968,114770,0.19,0.5,0.95,1.495,2.15,2.76,3.36,0.84375,1.15625,1.359375,1.640625,2.0,2.640625,3.390625,6422,30048,21000,110947,38973,207390,0,3.7046481601032926,52,2016,4,16,2016,6,7,3.7046481601032926,6.4809375,0.0,3.6566481601032925,0.968125,3.390625,3.546414727602244
P194,Regiao_4,Tecnico_4,2,Tipo_1,N_3,2448,G_1,Origem_22,0.048,2016-04-16 00:00:00.000,32000,2016-06-07,30480,10.0,13.072,52.196,113150,0.19,0.5,0.95,1.445,1.445,2.76,3.36,0.890625,1.3125,1.53125,1.71875,1.71875,3.078125,4.203125,6400,30017,20992,111000,40933,209342,0,3.7122703412073492,52,2016,4,16,2016,6,7,3.7122703412073492,6.5419375,0.0,3.664270341207349,0.9525,4.203125,3.5471402829062058
P25,Regiao_2,Tecnico_2,1,Tipo_2,N_3,1769,G_1,Origem_15,0.05,2016-04-16 00:00:00.000,30000,2016-06-07,28520,19.0,16.959,52.69,99810,0.2,0.45,0.96,1.5,2.12,2.8,3.3,0.7266666666,1.1,1.34,1.5366666666,1.8466666666,2.8033333333,3.84,5941,27097,20999,80298,49795,184130,2260,3.499649368863955,52,2016,4,16,2016,6,7,3.499649368863955,6.137666666666667,0.012273936892412969,3.4496493688639553,0.9506666666666667,3.84,3.445782108692882
P311,Regiao_3,Tecnico_8,1,Tipo_2,N_3,1956,G_1,Origem_15,0.047,2016-04-16 00:00:00.000,30500,2016-06-06,29286,18.0,15.593,51.513,100620,0.19,0.47,0.89,1.46,2.15,2.86,2.86,0.6459016393,1.2262295081,1.7704918032,2.1540983606,2.6098360655,3.1639344262,3.9016393442,6017,27048,21000,85020,40120,179205,1970,3.4357713583282115,51,2016,4,16,2016,6,6,3.4357713583282115,5.875573770491803,0.010992996847186184,3.3887713583282113,0.9601967213114754,3.9016393442,3.380754745742189
P208,Regiao_6,Tecnico_6,1,Tipo_1,N_3,1392,G_1,Origem_15,0.04,2016-04-17 00:00:00.000,19000,2016-06-08,18790,11.0,13.649,52.583,62750,0.17,0.38,0.85,1.4,2.1,2.6,3.2,0.8894736842,1.4157894736,1.6526315789,1.8315789473,2.0947368421,2.3526315789,3.1,3951,14991,12991,57081,20609,109623,560,3.339542309739223,52,2016,4,17,2016,6,8,3.339542309739223,5.769631578947369,0.005108417029273054,3.299542309739223,0.9889473684210527,3.1,3.3413456459383184
P208,Regiao_6,Tecnico_6,2,Tipo_1,N_3,1260,G_3,Origem_15,0.04,2016-04-17 00:00:00.000,17100,2016-06-08,16120,10.0,13.571,52.595,51470,0.17,0.38,0.86,1.35,2.0,2.5,3.1,1.6959064327,2.3157894736,2.5614035087,2.7660818713,2.9356725146,3.2046783625,5.081871345,3524,11994,12000,48091,17963,93572,0,3.1929280397022333,52,2016,4,17,2016,6,8,3.1929280397022333,5.472046783625731,0.0,3.1529280397022332,0.9426900584795321,5.081871345,3.2232703537210714
P42,Regiao_9,Tecnico_5,1,Tipo_1,N_3,1600,G_1,Origem_15,0.04,2016-04-17 00:00:00.000,19000,2016-06-06,18545,18.0,11.875,50.53,63730,0.185,0.45,0.97,1.53,2.3,2.6,2.6,1.9789473684,2.6947368421,2.8894736842,3.0421052631,3.1736842105,3.3842105263,3.6421052631,3925,14691,12013,48101,31323,110053,2180,3.4365057967107036,50,2016,4,17,2016,6,6,3.4365057967107036,5.792263157894737,0.019808637656401916,3.3965057967107035,0.9760526315789474,3.6421052631,3.314048018636397
P103,Regiao_8,Tecnico_3,1,Tipo_1,N_3,2250,G_1,Origem_5,0.039,2016-04-19 00:00:00.000,32000,2016-06-08,30744,20.0,14.222,50.479,97140,0.185,0.49,0.889,1.54,2.09,2.86,2.86,0.625,1.828125,2.046875,2.296875,2.6125,2.934375,3.396875,6114,30008,20998,64223,55467,176810,2620,3.159640905542545,50,2016,4,19,2016,6,8,3.159640905542545,5.5253125,0.014818166393303547,3.120640905542545,0.96075,3.396875,3.342741773462248
P155,Regiao_4,Tecnico_4,1,Tipo_2,N_3,1680,G_3,Origem_22,0.041,2016-04-19 00:00:00.000,21700,2016-06-08,21089,14.0,12.917,50.343,74390,0.2,0.443,0.897,1.498,2.075,2.83,3.43,0.6866359447,0.995391705,1.262672811,1.5622119815,1.8156682027,2.0967741935,2.7649769585,4373,20011,15009,63043,28053,130489,1940,3.5274313623215896,50,2016,4,19,2016,6,8,3.5274313623215896,6.01331797235023,0.014867153553173064,3.4864313623215897,0.9718433179723502,2.7649769585,3.3007838155134057
P155,Regiao_4,Tecnico_4,2,Tipo_2,N_3,2400,G_4,Origem_14,0.045,2016-04-19 00:00:00.000,32600,2016-06-07,30156,14.0,13.583,49.216,105790,0.2,0.5,0.918,1.518,2.115,2.835,2.835,1.0552147239,1.7331288343,2.0858895705,2.4969325153,3.0766871165,4.6073619631,6.6257668711,6485,30013,21991,95891,37111,191491,8060,3.508091258787638,49,2016,4,19,2016,6,7,3.508091258787638,5.873957055214724,0.042090751001352546,3.463091258787638,0.9250306748466258,6.6257668711,3.403250747848917
P160,Regiao_2,Tecnico_2,1,Tipo_3,N_3,1638,G_3,Origem_22,0.41,2016-04-19 00:00:00.000,19600,2016-06-08,18834,11.0,11.966,50.09,59260,0.146,0.385,0.8,1.355,2.0,2.7,2.7,0.5204081632,1.025510204,2.1785714285,2.9642857142,3.3775510204,4.0306122448,4.6122448979,4000,18125,12003,54014,16518,104660,1510,3.1464372942550707,50,2016,4,19,2016,6,8,3.1464372942550707,5.339795918367347,0.014427670552264476,2.7364372942550705,0.9609183673469388,4.6122448979,3.2196381217000583
P160,Regiao_2,Tecnico_2,2,Tipo_2,N_3,2400,G_4,Origem_14,0.045,2016-04-19 00:00:00.000,32600,2016-06-09,30116,11.0,13.583,51.595,106090,0.183,0.441,0.85,1.5,2.14,2.815,3.405,0.8128834355,1.226993865,1.8987730061,2.5030674846,3.2944785276,4.463190184,6.5950920245,6521,30085,20980,87025,52766,197377,1180,3.5227121795723204,51,2016,4,19,2016,6,9,3.5227121795723204,6.054509202453988,0.0059784068052508655,3.4777121795723205,0.923803680981595,6.5950920245,3.5213511687814036
P301,Regiao_4,Tecnico_4,1,Tipo_1,N_3,2400,G_1,Origem_5,0.039,2016-04-19 00:00:00.000,32000,2016-06-07,30002,14.0,13.333,49.418,97030,0.18,0.45,0.853,1.5,2.0,2.5,2.5,0.54375,0.78125,0.95625,1.146875,1.640625,2.65625,4.15,6225,30006,21008,85025,34486,176750,1570,3.2341177254849676,49,2016,4,19,2016,6,7,3.2341177254849676,5.5234375,0.008882602545968883,3.1951177254849674,0.9375625,4.15,3.2622810879165964
P54,Regiao_9,Tecnico_3,3,Tipo_2,N_1,2400,G_1,Origem_22,0.041,2016-04-19 00:00:00.000,30000,2016-06-09,28380,12.0,12.5,51.17,90500,0.17,0.44,0.8,1.17,2.1,2.6,3.2,2.49,3.1566666666,3.5266666666,3.6766666666,3.89,4.28,4.8733333333,5982,27980,15012,60050,53683,162707,1300,3.188865398167724,51,2016,4,19,2016,6,9,3.188865398167724,5.423566666666667,0.00798982219572606,3.147865398167724,0.946,4.8733333333,3.301371028937419
P54,Regiao_9,Tecnico_3,4,Tipo_1,N_1,2400,G_3,Origem_22,0.0417586206,2016-04-19 00:00:00.000,29000,2016-06-09,27660,11.0,12.083,51.374,89840,0.177,0.44,0.83,1.233,2.1,2.6,3.2,1.9344827586,2.624137931,3.2448275862,3.3758620689,3.6206896551,4.0689655172,5.1793103448,5779,26983,14996,60056,60041,167855,1370,3.248011569052784,51,2016,4,19,2016,6,9,3.248011569052784,5.788103448275862,0.008161806320931756,3.206252948452784,0.9537931034482758,5.1793103448,3.3242786838826017
P8,Regiao_11,Tecnico_7,1,Tipo_1,N_3,2400,G_3,Origem_22,0.041,2016-04-19 00:00:00.000,29700,2016-06-09,28734,15.0,12.375,50.945,95220,0.17,0.4,0.83,1.44,2.1,2.77,3.289,1.5791245791,2.5353535353,2.8383838383,3.1885521885,3.4141414141,3.6969696969,4.1683501683,6053,26996,19992,70070,45701,168812,1270,3.3138442263520567,51,2016,4,19,2016,6,9,3.3138442263520567,5.683905723905724,0.007523161860531242,3.2728442263520567,0.9674747474747475,4.1683501683,3.234529641467272
P101,Regiao_4,Tecnico_4,1,Tipo_1,N_3,2448,G_3,Origem_15,0.044,2016-04-20 00:00:00.000,32400,2016-06-08,31648,8.0,13.235,49.459,108680,0.19,0.46,0.89,1.55,2.12,2.75,2.75,1.0771604938,1.6203703703,1.9043209876,2.1234567901,2.3518518518,2.5833333333,2.9290123456,6411,30052,21002,99072,32971,189508,0,3.4340242669362993,49,2016,4,20,2016,6,8,3.4340242669362993,5.849012345679013,0.0,3.390024266936299,0.9767901234567902,2.9290123456,3.3465356209300086
P101,Regiao_4,Tecnico_4,2,Tipo_1,N_3,2400,G_1,Origem_15,0.045,2016-04-20 00:00:00.000,32400,2016-06-09,31390,8.0,13.5,50.031,107750,0.2,0.5,0.89,1.53,2.12,2.73,2.73,0.8179012345,1.2592592592,1.512345679,1.762345679,2.0895061728,2.6697530864,3.3086419753,6484,30027,20997,99958,28582,186048,1410,3.4326218540936604,50,2016,4,20,2016,6,9,3.4326218540936604,5.742222222222222,0.007578689370485036,3.3876218540936605,0.9688271604938271,3.3086419753,3.3914906607559683
P170,Regiao_4,Tecnico_4,1,Tipo_1,N_3,2250,G_3,Origem_5,0.045,2016-04-20 00:00:00.000,30500,2016-06-06,27485,8.0,13.556,47.713,84930,0.18,0.45,0.86,1.45,2.0,2.5,2.5,0.8852459016,1.2983606557,1.6163934426,2.0262295081,4.2426229508,6.3540983606,8.7344262295,6046,26942,20957,70319,26950,151214,4770,3.090049117700564,47,2016,4,20,2016,6,6,3.090049117700564,4.957836065573771,0.03154469824222625,3.045049117700564,0.9011475409836066,8.7344262295,3.2196588753599347
P261,Regiao_4,Tecnico_4,1,Tipo_2,N_3,2400,G_1,Origem_15,0.045,2016-04-20 00:00:00.000,32000,2016-06-08,31336,9.0,13.333,49.093,105150,0.21,0.43,0.9,1.4,2.1,2.7,2.7,0.434375,0.659375,0.84375,0.95,1.221875,1.525,2.09375,6345,24029,20999,85925,41277,178575,3670,3.3555654837886135,49,2016,4,20,2016,6,8,3.3555654837886135,5.58046875,0.020551588968220635,3.3105654837886136,0.97925,2.09375,3.28599767459467
P315,Regiao_4,Tecnico_4,1,Tipo_2,N_3,2175,G_1,Origem_5,0.04,2016-04-20 00:00:00.000,29000,2016-06-08,27112,15.0,13.333,49.318,93750,0.195,0.46,0.9,1.5,2.15,2.83,2.83,0.7551724137,1.1,1.2551724137,1.5413793103,2.1206896551,3.124137931,5.3068965517,5839,27011,16980,90018,23774,163622,930,3.457878430215403,49,2016,4,20,2016,6,8,3.457878430215403,5.642137931034482,0.00568383224749728,3.417878430215403,0.9348965517241379,5.3068965517,3.305060636224596
P316,Regiao_4,Tecnico_4,1,Tipo_2,N_3,2400,G_3,Origem_15,0.4,2016-04-20 00:00:00.000,32000,2016-06-09,30490,8.0,13.333,50.274,100530,0.21,0.45,0.9,1.4,2.1,2.6,2.6,0.984375,1.23125,1.4375,1.5625,2.046875,4.05625,5.08125,6310,24031,21006,84086,43603,179036,1340,3.297146605444408,50,2016,4,20,2016,6,9,3.297146605444408,5.594875,0.007484528251301414,2.897146605444408,0.9528125,5.08125,3.3307344199575692
P54,Regiao_9,Tecnico_3,1,Tipo_1,N_1,1620,G_1,Origem_5,0.045,2016-04-20 00:00:00.000,18800,2016-06-09,17707,12.0,11.605,50.239,58790,0.17,0.45,0.85,1.4,2.1,2.65,3.25,2.1861702127,2.9574468085,3.1808510638,3.3670212765,3.7553191489,4.2819148936,6.0265957446,3684,15011,12998,53979,22918,108590,7100,3.320155870559666,50,2016,4,20,2016,6,9,3.320155870559666,5.776063829787234,0.06538355281333456,3.275155870559666,0.9418617021276596,6.0265957446,3.25856639678732
P54,Regiao_9,Tecnico_3,2,Tipo_2,N_1,2103,G_1,Origem_5,0.046,2016-04-20 00:00:00.000,24000,2016-06-09,22607,13.0,11.412,50.408,76530,0.175,0.43,0.85,1.406,2.1,2.65,3.3,1.8375,2.3291666666,2.5958333333,2.9416666666,3.3583333333,4.0125,6.2625,4786,21030,15013,59998,39777,140604,240,3.3852346618304066,50,2016,4,20,2016,6,9,3.3852346618304066,5.8585,0.0017069215669539984,3.3392346618304067,0.9419583333333333,6.2625,3.3500904990733544
P74,Regiao_3,Tecnico_1,1,Tipo_1,N_3,2400,G_1,Origem_5,0.46,2016-04-20 00:00:00.000,31500,2016-06-13,30286,9.0,13.125,54.01,107330,0.2,0.5,1.0,1.63,2.2,2.77,3.22,0.346031746,0.6222222222,0.8952380952,1.1301587301,1.3777777777,1.8539682539,2.8063492063,6032,29997,20989,90027,47879,194924,2650,3.5438816614937596,54,2016,4,20,2016,6,13,3.5438816614937596,6.188063492063492,0.01359504217028175,3.0838816614937596,0.9614603174603175,2.8063492063,3.487289923210928
P118,Regiao_4,Tecnico_4,1,Tipo_1,N_3,2400,G_3,Origem_20,0.045,2016-04-21 00:00:00.000,30300,2016-06-10,28228,14.0,12.625,50.331,93230,0.18,0.45,0.9,1.47,2.19,2.757,3.32,0.7359735973,1.0561056105,1.409240924,1.6930693069,2.1188118811,3.2805280528,5.0957095709,6047,27998,20991,81097,39748,175881,5210,3.3027490435029048,50,2016,4,21,2016,6,10,3.3027490435029048,5.804653465346535,0.029622301442452568,3.257749043502905,0.9316171617161716,5.0957095709,3.306730500879058
P223,Regiao_3,Tecnico_1,1,Tipo_2,N_3,2400,G_1,Origem_15,0.045,2016-04-21 00:00:00.000,33000,2016-06-08,32416,10.0,13.75,48.055,104000,0.205,0.505,1.035,1.635,2.215,2.775,2.775,0.3727272727,0.6636363636,0.9272727272,1.1969696969,1.4393939393,1.8181818181,1.8181818181,6517,30010,21000,89914,33946,181387,11120,3.2082922013820334,48,2016,4,21,2016,6,8,3.2082922013820334,5.496575757575758,0.06130538572224029,3.1632922013820335,0.9823030303030303,1.8181818181,3.1972025020061214
P287,Regiao_4,Tecnico_4,1,Tipo_1,N_3,2400,G_3,Origem_20,0.045,2016-04-21 00:00:00.000,30300,2016-06-10,28322,9.0,12.625,50.104,95630,0.175,0.435,0.905,1.47,2.1,2.748,3.365,0.702970297,1.00330033,1.303630363,1.5511551155,2.0,3.3399339933,5.5940594059,6044,27026,21001,81014,41742,176827,3330,3.3765270814208037,50,2016,4,21,2016,6,10,3.3765270814208037,5.835874587458746,0.01883196570659458,3.331527081420804,0.9347194719471947,5.5940594059,3.337235519298252
P205,Regiao_8,Tecnico_3,1,Tipo_1,N_1,2400,G_1,Origem_22,0.0,2016-04-22 00:00:00.000,30000,2016-06-13,28252,14.0,12.5,52.845,93450,0.18,0.43,0.89,1.436,1.944,2.5,3.161,2.7833333333,3.0633333333,3.2733333333,3.5466666666,4.1933333333,4.6833333333,5.2633333333,5991,25998,21040,69990,50049,173068,0,3.3077304261645195,52,2016,4,22,2016,6,13,3.3077304261645195,5.768933333333333,0.0,3.3077304261645195,0.9417333333333333,5.2633333333,3.417674084396801
P206,Regiao_11,Tecnico_7,1,Tipo_1,N_3,2400,G_1,Origem_15,0.0,2016-04-22 00:00:00.000,30500,2016-06-13,28188,15.0,12.708,52.326,96280,0.2,0.423,0.856,1.4,2.032,2.685,3.27,3.475409836,4.1540983606,4.4262295081,4.7147540983,5.4360655737,6.5803278688,7.2622950819,5995,28967,19999,74945,48043,177949,0,3.4156378600823047,52,2016,4,22,2016,6,13,3.4156378600823047,5.834393442622951,0.0,3.4156378600823047,0.9241967213114755,7.2622950819,3.405956211498666
P231,Regiao_11,Tecnico_7,1,Tipo_1,N_3,2400,G_1,Origem_15,0.05,2016-04-22 00:00:00.000,30500,2016-06-14,29720,15.0,12.708,53.679,107130,0.198,0.421,0.858,1.456,2.097,2.777,3.365,3.8098360655,4.6459016393,5.0032786885,5.2983606557,5.5639344262,5.8885245901,6.6,6022,28994,17999,89568,53119,195702,0,3.60464333781965,53,2016,4,22,2016,6,14,3.60464333781965,6.416459016393443,0.0,3.55464333781965,0.9744262295081967,6.6,3.4729563427886645
P244,Regiao_3,Tecnico_1,1,Tipo_1,N_3,1500,G_3,Origem_5,0.041,2016-04-22 00:00:00.000,17200,2016-06-10,16712,8.0,11.467,49.235,55360,0.161,0.38,0.81,1.34,2.07,2.65,2.65,0.453488372,0.9709302325,1.5930232558,2.0988372093,2.4302325581,2.8081395348,3.3081395348,3401,15003,11991,42009,22526,94930,2970,3.3125897558640496,49,2016,4,22,2016,6,10,3.3125897558640496,5.519186046511628,0.031286210892236384,3.2715897558640497,0.9716279069767442,3.3081395348,3.210565426724798
P251,Regiao_13,Tecnico_6,1,Tipo_1,N_1,1380,G_3,Origem_5,0.04,2016-04-22 00:00:00.000,19900,2016-06-14,19340,17.0,14.42,53.399,72030,0.165,0.44,0.92,1.555,2.2,2.9,3.36,0.7939698492,1.1608040201,1.432160804,1.7085427135,1.9095477386,2.08040201,2.4874371859,3996,18012,11982,51030,41818,126838,2030,3.7244053774560495,53,2016,4,22,2016,6,14,3.7244053774560495,6.373768844221106,0.016004667370977152,3.6844053774560495,0.9718592964824121,2.4874371859,3.596151796055169
P251,Regiao_13,Tecnico_6,2,Tipo_2,N_1,2400,G_1,Origem_5,0.049,2016-04-22 00:00:00.000,32900,2016-06-13,31970,17.0,13.708,51.961,118100,0.18,0.47,0.94,1.595,2.1,2.73,3.315,0.6717325227,1.1458966565,1.4498480243,1.753799392,2.0425531914,2.4893617021,2.9483282674,6487,29725,21024,90062,55165,202463,4820,3.6940882076947137,52,2016,4,22,2016,6,13,3.6940882076947137,6.153890577507599,0.023806819023722853,3.6450882076947138,0.9717325227963526,2.9483282674,3.5740714338178834
P26,Regiao_4,Tecnico_4,3,Tipo_1,N_1,2400,G_1,Origem_4,0.046,2016-04-22 00:00:00.000,32550,2016-06-09,31304,9.0,13.562,49.625,105510,0.195,0.45,1.0,1.55,2.28,2.94,2.94,0.5622119815,0.9093701996,1.10906298,1.2841781874,1.7296466973,2.0430107526,3.2043010752,6305,30006,20989,110054,16498,183852,0,3.370495783286481,48,2016,4,22,2016,6,9,3.370495783286481,5.648294930875576,0.0,3.324495783286481,0.9617204301075268,3.2043010752,3.3310492273658103
P269,Regiao_2,Tecnico_2,1,Tipo_2,N_1,2400,G_4,Origem_14,0.045,2016-04-22 00:00:00.000,33000,2016-06-10,31276,9.0,13.75,49.151,110910,0.195,0.47,0.98,1.6,2.26,2.8,2.8,0.6454545454,0.903030303,1.1333333333,1.4272727272,1.9939393939,3.2363636363,5.0515151515,6211,29965,21024,75008,62156,194364,830,3.546169586903696,49,2016,4,22,2016,6,10,3.546169586903696,5.889818181818182,0.004270338128460003,3.5011695869036963,0.9477575757575758,5.0515151515,3.3881257028034137
P269,Regiao_2,Tecnico_2,2,Tipo_2,N_1,2400,G_1,Origem_14,0.06552,2016-04-22 00:00:00.000,33000,2016-06-13,31426,9.0,13.75,52.233,110330,0.195,0.48,0.98,1.55,2.12,2.65,2.65,0.8121212121,1.1242424242,1.406060606,1.8606060606,2.3757575757,3.106060606,4.1909090909,6259,30049,21024,75021,64741,197094,0,3.510787246229237,52,2016,4,22,2016,6,13,3.510787246229237,5.972545454545455,0.0,3.4452672462292373,0.9523030303030303,4.1909090909,3.4446776408245054
P52,Regiao_3,Tecnico_1,1,Tipo_1,N_1,2250,G_2,Origem_5,0.04,2016-04-22 00:00:00.000,30500,2016-06-10,29128,14.0,13.556,49.572,92650,0.168,0.44,0.44,0.44,0.44,0.44,0.44,0.613114754,1.0655737704,1.0655737704,1.0655737704,1.0655737704,1.0655737704,1.0655737704,5992,27003,21011,68966,40474,163446,4570,3.1807882449876406,49,2016,4,22,2016,6,10,3.1807882449876406,5.358885245901639,0.027960304932515938,3.1407882449876405,0.9550163934426229,1.0655737704,3.134422472301412
P52,Regiao_3,Tecnico_1,2,Tipo_1,N_1,2250,G_2,Origem_5,0.04,2016-04-22 00:00:00.000,30500,2016-06-13,28120,10.0,13.556,52.444,96090,0.175,0.428,0.85,1.38,2.14,2.7,2.7,0.6229508196,1.2327868852,1.875409836,2.1016393442,2.5508196721,3.4786885245,5.8885245901,5993,28007,20962,60094,66042,181098,0,3.417140825035562,52,2016,4,22,2016,6,13,3.417140825035562,5.937639344262295,0.0,3.377140825035562,0.921967213114754,5.8885245901,3.4585857541773253
P87,Regiao_8,Tecnico_3,1,Tipo_5,N_1,2400,G_1,Origem_22,0.0,2016-04-22 00:00:00.000,28000,2016-06-13,26230,16.0,11.667,52.381,87970,0.19,0.43,0.86,1.4,1.971,2.5,3.142,2.2392857142,2.825,3.025,3.3321428571,4.0035714285,4.4928571428,5.45,5616,24027,19991,68997,45604,164235,1340,3.3537933663743806,52,2016,4,22,2016,6,13,3.3537933663743806,5.8655357142857145,0.00815904039942765,3.3537933663743806,0.9367857142857143,5.45,3.369938555091194
P91,Regiao_4,Tecnico_4,1,Tipo_2,N_1,2400,G_1,Origem_4,0.046,2016-04-22 00:00:00.000,32550,2016-06-10,31640,9.0,13.562,50.144,107720,0.195,0.46,0.9,1.48,2.26,2.88,3.36,0.574500768,0.8448540706,1.0261136712,1.149001536,1.6313364055,1.8310291858,2.2980030721,6214,29985,21021,110020,17974,185214,0,3.404551201011378,49,2016,4,22,2016,6,10,3.404551201011378,5.690138248847926,0.0,3.358551201011378,0.9720430107526882,2.2980030721,3.380910859311926
P1,Regiao_7,Tecnico_8,2,Tipo_1,N_3,1920,G_1,Origem_22,0.048,2016-04-23 00:00:00.000,32500,2016-06-13,31690,9.0,16.927,51.622,106970,0.17,0.45,0.91,1.45,2.1,2.1,3.32,0.8246153846,1.443076923,2.0553846153,2.3138461538,2.5692307692,2.8246153846,3.2523076923,6413,30091,20952,104992,25886,188334,4120,3.3755127800568,51,2016,4,23,2016,6,13,3.3755127800568,5.794892307692308,0.021876028757420327,3.3275127800568,0.9750769230769231,3.2523076923,3.380719021770223
P15,Regiao_2,Tecnico_2,2,Tipo_1,N_1,2400,G_1,Origem_5,0.046,2016-04-23 00:00:00.000,32400,2016-06-14,31280,15.0,13.5,52.027,106690,0.17,0.4,0.8,1.397,2.02,2.64,3.361,0.6296296296,1.1450617283,1.3271604938,1.6172839506,1.9382716049,2.4043209876,3.6419753086,6387,30019,21016,89977,43026,190425,1940,3.4108056265984654,52,2016,4,23,2016,6,14,3.4108056265984654,5.877314814814815,0.010187737954575293,3.3648056265984656,0.9654320987654321,3.6419753086,3.4979759993828123
P325,Regiao_2,Tecnico_2,1,Tipo_1,N_1,2400,G_1,Origem_5,0.046,2016-04-23 00:00:00.000,31400,2016-06-14,30890,12.0,13.083,52.201,105100,0.158,0.42,0.76,1.3,1.903,2.53,3.028,0.8471337579,1.0605095541,1.203821656,1.305732484,1.4490445859,1.6114649681,1.9140127388,6387,28993,20993,84013,47911,188297,0,3.402395597280673,52,2016,4,23,2016,6,14,3.402395597280673,5.99671974522293,0.0,3.3563955972806734,0.9837579617834394,1.9140127388,3.420505580700981
P52,Regiao_3,Tecnico_1,3,Tipo_1,N_1,2400,G_1,Origem_22,0.048,2016-04-23 00:00:00.000,32500,2016-06-13,30580,15.0,13.542,50.263,101130,0.195,0.498,0.95,1.57,2.23,2.9,2.9,0.803076923,1.2,1.9753846153,2.283076923,2.8523076923,3.8584615384,4.8307692307,6397,30080,21017,69004,57888,184386,5180,3.3070634401569654,51,2016,4,23,2016,6,13,3.3070634401569654,5.673415384615384,0.028093239183018235,3.2590634401569654,0.940923076923077,4.8307692307,3.26430207320287
P15,Regiao_2,Tecnico_2,1,Tipo_2,N_1,2175,G_1,Origem_15,0.047,2016-04-24 00:00:00.000,30000,2016-06-14,29345,17.0,13.793,51.656,95370,0.163,0.39,0.81,1.346,2.0,2.585,3.3,0.7033333333,1.05,1.24,1.47,1.72,1.96,2.82,5761,27013,21011,81108,35005,169898,15033,3.2499574033055034,51,2016,4,24,2016,6,14,3.2499574033055034,5.663266666666667,0.08848250126546515,3.2029574033055033,0.9781666666666666,2.82,3.2960480808618438
